"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"14",0.333333333333333,0.444444444444444,0,0.591666666666667,0.591666666666667,0.755555555555556,0.125,0,0.652777777777778,0.7,0.7,0.625,0.916666666666667,0.866666666666667,0.666666666666667
"15",0.92826278659612,0.962654320987654,0,1,0.976543209876543,1,0.880257936507936,0.667857142857143,0.947222222222222,0.859259259259259,0.681481481481481,0.880612244897959,1,1,0.808333333333333
"16",0.142857142857143,0.764444444444444,0,0.5,0.454603174603175,0.516666666666667,0.416666666666667,0.273015873015873,0.804166666666667,0.569444444444444,0.569444444444444,0.416666666666667,0.906795634920635,0.952628968253968,0.402083333333333
"17",0,0,0,0.855555555555556,0.796190476190476,0.416666666666667,0.25,0.416666666666667,0.432142857142857,0.620833333333333,0.620833333333333,0.671825396825397,0,0,0.848611111111111
"18",0.885714285714286,0,0,0.855952380952381,0.936734693877551,0.8375,0.277777777777778,0,0.911111111111111,0.873639455782313,0.786961451247166,0.709259259259259,1,0.925,0.932539682539683
"19",0.433333333333333,0.36547619047619,0,0.609523809523809,0.555555555555555,1,1,0.6,0.5,0,0,0.25,0.386904761904762,0.277777777777778,0.722222222222222
"20",0.69375,0.933333333333333,0,0.824007936507936,0.810615079365079,0.909353741496599,0.196428571428571,0.261904761904762,0.870833333333333,0.457142857142857,0.457142857142857,0.6,0.880257936507936,0.87826278659612,0.773809523809524
"21",0.142857142857143,0.5,0,0.392857142857143,0,0,0,0,0.25,0,0,0.392857142857143,0,0.208333333333333,0
"22",0.545,0.609183673469388,0.277777777777778,0.621164021164021,0.498148148148148,0.567619047619048,0.25,0.5,0.729591836734694,0.696190476190476,0.696190476190476,0.73452380952381,0.463492063492063,0.1625,0.566156462585034
"23",0.916666666666667,0.966666666666667,0,0.92826278659612,0.962654320987654,0.92826278659612,0.833333333333333,0.8125,0.920684523809524,0.966666666666667,0.961734693877551,0.897619047619048,1,0.986111111111111,0.92826278659612
"24",0.377083333333333,0.5,0,0.642857142857143,0.421269841269841,0.171428571428571,0,0.142857142857143,0.678231292517007,0.660714285714286,0.457777777777778,0.65952380952381,0.908531746031746,0.748115079365079,0.653571428571428
"25",0.443492063492063,0.41547619047619,0,1,1,0.748115079365079,1,0.75,1,0.634722222222222,0.634722222222222,0.641666666666667,1,0.970486111111111,1
"26",0.416666666666667,0.833333333333333,0,0,0.142857142857143,0.242857142857143,0.30952380952381,0.267857142857143,0.125,0,0,0,0.387698412698413,0,0.155555555555556
"27",0.333333333333333,0.527777777777778,0,0.803703703703704,0.895138888888889,0.728703703703704,0.6,0,0.826190476190476,0.1,0,0.916666666666667,0.667619047619048,0.926666666666667,0.958333333333333
"28",0.587301587301587,0.407936507936508,0,0.504761904761905,0.398809523809524,0.655555555555556,0,0,0.361111111111111,0.486111111111111,0.486111111111111,0.5,0.833333333333333,0.544444444444444,0.72
"29",0,0.655555555555556,0.173611111111111,0,0.805555555555555,0.430555555555556,0.416666666666667,0.416666666666667,0.579166666666667,0.95,0.95,0.9,0.792857142857143,0.892857142857143,0.826388888888889
"30",0,0.166666666666667,0,0.916666666666667,0.679166666666667,0.679166666666667,0.125,0.125,0.590277777777778,0,0,0.584523809523809,0.861111111111111,0.604166666666667,0.629523809523809
"31",0.452380952380952,0.542592592592593,0,0.880257936507936,0.988888888888889,0.810615079365079,0.986111111111111,0.986111111111111,0.796190476190476,0.455396825396825,0.455396825396825,0.609523809523809,1,1,0.988888888888889
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0.333333333333333,0.411111111111111,0.388888888888889,0,0,0,0,0,0,1,1,0.35
"34",0.5,1,0,0.80734126984127,0.785670194003527,0.976543209876543,0.111111111111111,0.111111111111111,0.760267857142857,0.962654320987654,0.962654320987654,0.88015873015873,1,0.87826278659612,0.87826278659612
"35",0,0.291666666666667,0,0.791666666666667,0.392857142857143,0.523809523809524,0.825396825396825,0.825396825396825,0.333333333333333,0.916666666666667,0.916666666666667,0.666666666666667,0.373015873015873,0.371527777777778,0.366666666666667
"36",0.2,0.142857142857143,0,0.498809523809524,0.516071428571429,0.142857142857143,0,0,0.538293650793651,0.25,0.333333333333333,0.664444444444444,0.885714285714286,0.466666666666667,0.415714285714286
"37",0.553571428571428,0.477777777777778,0,0.5,0.5,0,0.1,0.1,0,0,0,0,0,0,0.333333333333333
"38",0,0.642857142857143,0.2,0.1,0.44375,0.316666666666667,0.483333333333333,0.483333333333333,0.7,0,0,1,0.754591836734694,0.291666666666667,0.354365079365079
"39",0,0.392857142857143,0,0.361111111111111,0.5,0.333333333333333,0,0,0.2,0.208333333333333,0.208333333333333,0.305555555555556,0.5,1,0.226190476190476
"40",0,0,0,0.488888888888889,1,0.416666666666667,0.341666666666667,0.341666666666667,0.610416666666667,0,0,0,0.912925170068027,0.65952380952381,0.698412698412698
"41",0,0.667913832199546,0,0.909353741496599,0.78234126984127,0.797222222222222,1,1,0.72609126984127,0.704421768707483,0.732936507936508,0.749659863945578,0.880612244897959,0.827437641723356,0.715532879818594
"42",0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.625,0
"43",0,0.674603174603175,0,0.3875,0.315178571428571,0.221693121693122,0.625,0.625,0.194444444444444,0,0,0.125,0.516666666666667,0.768333333333333,0.28968253968254
"44",1,1,0,1,0.962654320987654,0.92826278659612,0.5,0.5,1,0.885714285714286,0.885714285714286,1,0.946781305114638,0.946781305114638,1
"45",0.805555555555555,0.638888888888889,0,1,0.961734693877551,0.833878968253968,0.567619047619048,0.567619047619048,0.864434523809524,1,0.333333333333333,0.621164021164021,0.85515873015873,0.92826278659612,0.962654320987654
"46",0,0.388888888888889,0,0.528571428571429,0.671825396825397,0.884353741496599,0,0,0.764444444444444,0.611111111111111,0.611111111111111,1,0.959375,0.838888888888889,0.88015873015873
"47",1,1,0,1,0.525,0.664444444444444,0,0,0,0.236111111111111,0.236111111111111,0,0.605396825396825,0.74702380952381,0.2
"48",0,0,0,0.5,1,0,0.111111111111111,0.111111111111111,1,0,0,0.1,0.341666666666667,1,1
"49",1,0.916666666666667,1,0.553571428571428,0.30952380952381,0.286904761904762,0.5,0.5,0.666666666666667,0.6,0.527777777777778,0.555555555555555,0.6,0.338789682539683,0.6
"50",0.90952380952381,0.656944444444444,0,0.946781305114638,1,0.952628968253968,0.277777777777778,0.142857142857143,1,1,1,1,0.87826278659612,0.976543209876543,0.946781305114638
